combined_shot_type;loc_x;loc_y;minutes_remaining;period;playoffs;season;seconds_remaining;shot_distance;shot_made_flag;shot_type
Jump Shot;-84;170;9;1;0;2010-11;25;18;0;2PT Field Goal
Jump Shot;9;167;6;3;0;2012-13;18;16;0;2PT Field Goal
Jump Shot;-179;0;5;2;1;2007-08;12;17;0;2PT Field Goal
Jump Shot;-136;105;0;4;0;2004-05;10;17;0;2PT Field Goal
Jump Shot;141;229;5;3;0;2007-08;18;26;1;3PT Field Goal
Jump Shot;141;61;11;1;0;2015-16;30;15;1;2PT Field Goal
Jump Shot;-171;179;2;4;0;1998-99;2;24;1;3PT Field Goal
Jump Shot;15;41;7;3;1;2009-10;53;4;0;2PT Field Goal
Jump Shot;0;83;1;2;0;2010-11;19;8;1;2PT Field Goal
Jump Shot;-52;238;0;4;1;2003-04;56;24;0;3PT Field Goal
Layup;0;0;8;3;0;2009-10;19;0;0;2PT Field Goal
Jump Shot;-60;112;5;3;0;2010-11;21;12;1;2PT Field Goal
Dunk;0;0;8;3;0;2002-03;3;0;1;2PT Field Goal
Jump Shot;108;36;5;3;0;1998-99;34;11;0;2PT Field Goal
Layup;0;0;9;2;0;1996-97;12;0;1;2PT Field Goal
Jump Shot;-181;178;2;3;0;2015-16;22;25;0;3PT Field Goal
Jump Shot;-32;276;1;2;1;2008-09;42;27;0;3PT Field Goal
Jump Shot;20;267;3;2;0;1999-00;40;26;0;3PT Field Goal
Jump Shot;-56;28;2;2;0;2011-12;2;6;0;2PT Field Goal
Layup;20;7;1;4;0;2012-13;41;2;1;2PT Field Goal
Jump Shot;23;162;5;3;0;2010-11;26;16;1;2PT Field Goal
Jump Shot;184;46;9;1;0;2005-06;39;18;0;2PT Field Goal
Layup;-22;8;8;1;0;2015-16;41;2;0;2PT Field Goal
Layup;-13;20;3;1;0;2012-13;42;2;1;2PT Field Goal
Layup;0;0;4;1;0;2008-09;40;0;0;2PT Field Goal
Jump Shot;-32;154;4;1;0;2015-16;45;15;1;2PT Field Goal
Jump Shot;230;0;6;4;0;2004-05;27;23;1;3PT Field Goal
Layup;0;0;6;3;0;2005-06;40;0;0;2PT Field Goal
Jump Shot;125;265;0;2;0;2004-05;35;29;1;3PT Field Goal
Jump Shot;-59;169;6;4;1;2007-08;34;17;0;2PT Field Goal
Layup;0;0;4;3;0;2006-07;11;0;1;2PT Field Goal
Jump Shot;-8;104;7;1;0;2004-05;54;10;1;2PT Field Goal
Jump Shot;-3;268;2;4;0;2007-08;42;26;0;3PT Field Goal
Layup;0;0;3;4;0;2004-05;21;0;1;2PT Field Goal
Jump Shot;-97;105;9;3;1;2002-03;16;14;0;2PT Field Goal
Jump Shot;194;31;4;3;0;2003-04;28;19;0;2PT Field Goal
Layup;0;0;5;2;0;2009-10;3;0;0;2PT Field Goal
Jump Shot;12;287;0;4;0;1998-99;4;28;1;3PT Field Goal
Jump Shot;61;31;3;1;0;2002-03;55;6;0;2PT Field Goal
Layup;0;0;4;2;0;2006-07;21;0;1;2PT Field Goal
Layup;0;0;0;1;1;2008-09;0;0;0;2PT Field Goal
Jump Shot;-166;20;6;4;0;2006-07;30;16;0;2PT Field Goal
Layup;0;0;1;2;1;2001-02;45;0;1;2PT Field Goal
Jump Shot;-4;150;6;3;0;2000-01;24;15;1;2PT Field Goal
Jump Shot;-138;148;0;3;0;2006-07;59;20;1;2PT Field Goal
Jump Shot;-67;33;7;3;0;2003-04;45;7;1;2PT Field Goal
Jump Shot;151;17;9;1;0;2004-05;47;15;1;2PT Field Goal
Jump Shot;-63;261;11;3;0;1999-00;15;26;1;3PT Field Goal
Jump Shot;94;86;2;3;1;2003-04;31;12;1;2PT Field Goal
Jump Shot;237;-10;8;2;0;2009-10;6;23;0;3PT Field Goal
Jump Shot;127;89;1;3;1;2011-12;43;15;0;2PT Field Goal
Jump Shot;163;46;7;3;0;2002-03;27;16;0;2PT Field Goal
Jump Shot;90;163;1;2;1;2003-04;59;18;0;2PT Field Goal
Jump Shot;-37;42;2;1;0;2000-01;47;5;1;2PT Field Goal
Jump Shot;-84;169;10;1;0;2001-02;34;18;0;2PT Field Goal
Jump Shot;-151;200;1;2;0;2001-02;0;25;1;3PT Field Goal
Jump Shot;133;122;9;1;0;2002-03;11;18;1;2PT Field Goal
Jump Shot;33;49;7;3;0;2002-03;3;5;0;2PT Field Goal
Jump Shot;56;186;10;4;0;2004-05;20;19;1;2PT Field Goal
Layup;0;31;1;1;0;2005-06;21;3;1;2PT Field Goal
Jump Shot;-109;165;1;2;0;2001-02;17;19;0;2PT Field Goal
Jump Shot;-172;122;10;3;0;2004-05;56;21;1;2PT Field Goal
Layup;0;0;4;2;0;2006-07;44;0;0;2PT Field Goal
Jump Shot;-92;225;9;4;0;2012-13;55;24;0;3PT Field Goal
Jump Shot;-183;190;8;3;0;2008-09;48;26;0;3PT Field Goal
Dunk;0;0;7;2;0;2003-04;8;0;1;2PT Field Goal
Jump Shot;42;94;8;3;0;2012-13;17;10;1;2PT Field Goal
Jump Shot;-36;61;8;3;0;2002-03;33;7;1;2PT Field Goal
Jump Shot;120;117;2;3;0;2007-08;53;16;1;2PT Field Goal
Jump Shot;170;26;4;1;0;2011-12;9;17;1;2PT Field Goal
Jump Shot;-125;161;11;2;0;2003-04;24;20;1;2PT Field Goal
Jump Shot;-128;-1;2;1;1;1998-99;8;12;1;2PT Field Goal
Jump Shot;-164;194;1;4;1;2003-04;55;25;0;3PT Field Goal
Jump Shot;159;26;2;3;0;2001-02;9;16;1;2PT Field Goal
Jump Shot;140;153;10;1;0;2008-09;28;20;1;2PT Field Goal
Layup;23;12;0;2;0;2010-11;51;2;0;2PT Field Goal
Jump Shot;187;17;6;2;1;2008-09;17;18;1;2PT Field Goal
Jump Shot;179;187;0;2;0;2004-05;10;25;1;3PT Field Goal
Jump Shot;-243;100;4;2;0;2015-16;45;26;0;3PT Field Goal
Jump Shot;-149;51;11;2;0;2001-02;36;15;1;2PT Field Goal
Jump Shot;-122;34;1;3;0;2010-11;9;12;1;2PT Field Goal
Jump Shot;0;242;3;5;0;1996-97;22;24;1;3PT Field Goal
Jump Shot;187;36;9;4;0;2007-08;11;19;0;2PT Field Goal
Jump Shot;-112;105;5;1;0;2011-12;15;15;0;2PT Field Goal
Jump Shot;-57;123;7;4;0;2011-12;16;13;0;2PT Field Goal
Jump Shot;66;219;1;5;0;2000-01;50;22;0;2PT Field Goal
Dunk;1;1;9;3;0;2012-13;57;0;1;2PT Field Goal
Jump Shot;230;15;10;1;0;2012-13;26;23;0;3PT Field Goal
Jump Shot;81;17;5;4;0;2009-10;32;8;1;2PT Field Goal
Jump Shot;15;35;3;1;0;2004-05;54;3;1;2PT Field Goal
Jump Shot;-130;208;4;2;1;2009-10;55;24;0;3PT Field Goal
Layup;0;0;2;2;0;2004-05;38;0;0;2PT Field Goal
Jump Shot;39;250;0;4;0;2008-09;29;25;0;3PT Field Goal
Jump Shot;156;115;11;3;0;2007-08;23;19;1;2PT Field Goal
Jump Shot;-20;89;2;4;0;2007-08;59;9;0;2PT Field Goal
Jump Shot;-76;4;6;2;0;2008-09;2;7;1;2PT Field Goal
Dunk;0;0;8;4;0;1997-98;13;0;0;2PT Field Goal
Layup;0;0;8;2;0;2003-04;0;0;1;2PT Field Goal
Layup;0;0;0;1;0;2008-09;1;0;1;2PT Field Goal
Layup;0;0;0;2;0;1998-99;28;0;0;2PT Field Goal
Layup;11;28;11;1;1;2000-01;39;3;0;2PT Field Goal
Jump Shot;-184;87;4;4;1;2003-04;9;20;0;2PT Field Goal
Jump Shot;-134;-10;2;1;1;1999-00;10;13;0;2PT Field Goal
Jump Shot;125;61;1;5;0;2007-08;40;13;1;2PT Field Goal
Jump Shot;-44;13;11;3;0;2000-01;2;4;0;2PT Field Goal
Jump Shot;-177;186;2;2;0;1998-99;36;25;0;3PT Field Goal
Jump Shot;225;3;9;2;0;2002-03;36;22;0;3PT Field Goal
Layup;2;1;6;2;0;2014-15;21;0;1;2PT Field Goal
Jump Shot;-27;282;0;4;0;1997-98;20;28;0;3PT Field Goal
Layup;-2;0;6;3;0;2012-13;50;0;1;2PT Field Goal
Jump Shot;-145;118;7;4;0;2005-06;7;18;0;2PT Field Goal
Jump Shot;105;218;6;3;0;1996-97;53;24;1;3PT Field Goal
Jump Shot;144;59;11;2;0;2003-04;25;15;0;2PT Field Goal
Layup;0;0;0;3;0;2009-10;14;0;1;2PT Field Goal
Jump Shot;159;23;3;4;0;2005-06;9;16;1;2PT Field Goal
Jump Shot;-190;67;8;3;0;2014-15;21;20;0;2PT Field Goal
Layup;0;0;7;3;0;2000-01;30;0;1;2PT Field Goal
Jump Shot;-170;2;8;3;0;2001-02;25;17;0;2PT Field Goal
Jump Shot;-187;161;4;1;0;2004-05;28;24;0;3PT Field Goal
Jump Shot;147;68;2;3;0;1997-98;4;16;0;2PT Field Goal
Jump Shot;-90;194;5;3;0;2004-05;48;21;0;2PT Field Goal
Dunk;0;0;3;2;0;2007-08;51;0;1;2PT Field Goal
Jump Shot;-52;43;0;2;0;2006-07;1;6;1;2PT Field Goal
Layup;7;15;5;3;0;2012-13;43;1;1;2PT Field Goal
Jump Shot;111;132;0;3;0;2012-13;0;17;0;2PT Field Goal
Jump Shot;-237;17;11;3;0;2004-05;37;23;0;3PT Field Goal
Jump Shot;-164;153;9;4;1;1996-97;32;22;0;3PT Field Goal
Layup;-8;1;3;3;0;2012-13;49;0;1;2PT Field Goal
Jump Shot;186;8;9;1;0;2005-06;34;18;0;2PT Field Goal
Jump Shot;-138;123;4;3;0;2010-11;40;18;0;2PT Field Goal
Jump Shot;-85;138;11;3;0;2002-03;25;16;0;2PT Field Goal
Jump Shot;87;40;4;1;0;2008-09;3;9;0;3PT Field Goal
Jump Shot;154;76;2;2;0;1999-00;52;17;0;2PT Field Goal
Jump Shot;-187;168;1;1;1;2009-10;27;25;0;3PT Field Goal
Jump Shot;121;128;8;4;0;1998-99;58;17;0;2PT Field Goal
Jump Shot;-176;186;0;3;0;2005-06;36;25;0;3PT Field Goal
Jump Shot;-46;110;11;3;0;2007-08;17;11;0;2PT Field Goal
Jump Shot;-168;59;5;4;0;2001-02;55;17;0;2PT Field Goal
Jump Shot;117;219;11;4;1;2000-01;37;24;0;3PT Field Goal
Jump Shot;125;81;1;1;0;2007-08;14;14;1;2PT Field Goal
Jump Shot;62;171;10;2;0;2004-05;50;18;0;2PT Field Goal
Jump Shot;15;168;7;1;0;2008-09;22;16;0;2PT Field Goal
Dunk;0;0;1;4;0;1996-97;1;0;1;2PT Field Goal
Jump Shot;162;228;6;2;0;2008-09;46;27;0;3PT Field Goal
Jump Shot;-163;209;0;2;0;2011-12;28;26;0;3PT Field Goal
Layup;0;0;1;2;0;2000-01;54;0;0;2PT Field Goal
Jump Shot;-18;213;10;1;1;2009-10;19;21;0;2PT Field Goal
Jump Shot;-81;12;2;1;0;2010-11;13;8;1;2PT Field Goal
Jump Shot;-108;265;0;2;0;2010-11;53;28;1;3PT Field Goal
Layup;10;0;7;1;0;2015-16;16;1;1;2PT Field Goal
Dunk;0;0;5;2;0;2000-01;44;0;1;2PT Field Goal
Jump Shot;140;214;1;1;0;2003-04;28;25;0;3PT Field Goal
Jump Shot;-207;143;5;3;0;2008-09;59;25;0;3PT Field Goal
Jump Shot;160;203;2;1;0;2008-09;58;25;1;3PT Field Goal
Jump Shot;148;230;5;4;0;2007-08;20;27;0;3PT Field Goal
Jump Shot;-153;23;2;1;0;2009-10;40;15;1;2PT Field Goal
Layup;0;0;9;1;0;2009-10;49;0;0;2PT Field Goal
Jump Shot;148;58;4;4;0;2005-06;30;15;0;2PT Field Goal
Jump Shot;234;4;0;2;0;2008-09;56;23;0;3PT Field Goal
Jump Shot;114;178;2;3;0;2010-11;13;21;1;2PT Field Goal
Jump Shot;-152;186;4;4;0;2010-11;57;24;1;3PT Field Goal
Layup;0;0;5;2;0;2000-01;15;0;0;2PT Field Goal
Jump Shot;167;187;2;1;0;2006-07;0;25;0;3PT Field Goal
Jump Shot;125;245;4;3;0;2007-08;40;27;1;3PT Field Goal
Jump Shot;-66;102;9;1;1;2003-04;7;12;1;2PT Field Goal
Jump Shot;5;192;9;4;0;1999-00;50;19;0;2PT Field Goal
Jump Shot;124;30;10;4;0;2008-09;42;12;0;2PT Field Goal
Jump Shot;-200;-1;4;4;0;2005-06;26;20;1;2PT Field Goal
Jump Shot;-14;159;8;2;0;2015-16;16;15;0;2PT Field Goal
Layup;0;0;10;3;0;2001-02;13;0;1;2PT Field Goal
Jump Shot;-133;155;2;1;0;2005-06;18;20;1;2PT Field Goal
Jump Shot;-142;224;0;2;0;2010-11;0;26;0;3PT Field Goal
Jump Shot;176;183;4;3;0;2011-12;7;25;1;3PT Field Goal
Jump Shot;146;85;0;3;0;2011-12;33;16;1;2PT Field Goal
Jump Shot;-125;0;10;2;0;2004-05;10;12;0;2PT Field Goal
Dunk;0;0;6;2;0;2005-06;56;0;1;2PT Field Goal
Layup;-23;9;0;3;1;2001-02;51;2;0;2PT Field Goal
Dunk;0;0;11;2;0;2006-07;38;0;1;2PT Field Goal
Jump Shot;-174;-16;10;1;0;2007-08;17;17;1;2PT Field Goal
Jump Shot;-51;20;4;3;0;2008-09;13;5;0;2PT Field Goal
Jump Shot;140;-16;8;3;0;2002-03;18;14;0;2PT Field Goal
Layup;2;6;6;2;0;2014-15;29;0;1;2PT Field Goal
Jump Shot;-89;116;4;2;0;2008-09;57;14;0;2PT Field Goal
Jump Shot;153;198;3;3;0;2000-01;42;25;0;3PT Field Goal
Jump Shot;59;186;4;4;0;2012-13;38;19;0;2PT Field Goal
Layup;0;0;4;2;0;2001-02;29;0;0;2PT Field Goal
Jump Shot;-120;128;8;4;0;2007-08;42;17;1;2PT Field Goal
Layup;-7;2;1;4;0;2015-16;45;0;1;2PT Field Goal
Layup;0;0;4;1;1;2003-04;59;0;0;2PT Field Goal
Jump Shot;58;39;0;3;0;2011-12;21;6;0;2PT Field Goal
Jump Shot;154;96;6;2;0;2013-14;52;18;0;2PT Field Goal
Jump Shot;127;252;1;4;0;2015-16;40;28;1;3PT Field Goal
Jump Shot;12;200;8;3;0;2010-11;41;20;1;2PT Field Goal
Jump Shot;1;64;4;1;0;2002-03;2;6;0;2PT Field Goal
Jump Shot;51;8;8;3;0;2015-16;49;5;1;2PT Field Goal
Jump Shot;-94;57;7;3;1;2001-02;57;10;0;2PT Field Goal
Jump Shot;146;144;3;3;0;2000-01;53;20;0;2PT Field Goal
Jump Shot;-161;-19;2;4;1;2008-09;11;16;0;2PT Field Goal
Jump Shot;234;82;9;3;0;2012-13;20;24;1;3PT Field Goal
Layup;0;0;0;2;0;1999-00;21;0;0;2PT Field Goal
Jump Shot;-143;253;9;1;0;1998-99;21;29;0;3PT Field Goal
Jump Shot;-8;156;0;5;0;2003-04;25;15;1;2PT Field Goal
Jump Shot;-202;0;10;3;0;2004-05;0;20;0;2PT Field Goal
Layup;0;0;0;2;0;2009-10;46;0;0;2PT Field Goal
Jump Shot;-240;1;6;4;1;2010-11;22;24;0;3PT Field Goal
Layup;0;0;6;1;0;2003-04;27;0;0;2PT Field Goal
Jump Shot;61;89;5;4;0;2004-05;31;10;0;2PT Field Goal
Jump Shot;137;124;8;1;0;2015-16;31;18;0;2PT Field Goal
Jump Shot;-62;168;4;4;0;2003-04;49;17;0;2PT Field Goal
Jump Shot;1;63;0;2;0;2001-02;8;6;0;2PT Field Goal
Dunk;0;0;10;1;0;1999-00;12;0;1;2PT Field Goal
Layup;0;0;2;4;0;2007-08;58;0;0;2PT Field Goal
Jump Shot;100;143;2;1;1;2011-12;17;17;0;2PT Field Goal
Jump Shot;-51;44;0;1;0;1999-00;15;6;1;2PT Field Goal
Jump Shot;-11;269;10;1;0;2009-10;53;26;0;3PT Field Goal
Jump Shot;-91;48;4;2;0;1999-00;29;10;0;2PT Field Goal
Jump Shot;-7;140;5;4;0;2008-09;41;14;1;2PT Field Goal
Layup;0;0;4;2;0;2000-01;16;0;0;2PT Field Goal
Jump Shot;126;140;0;4;0;2007-08;0;18;0;2PT Field Goal
Jump Shot;206;123;0;2;0;2010-11;1;23;0;3PT Field Goal
Layup;0;0;5;1;0;2007-08;6;0;1;2PT Field Goal
Layup;-26;28;4;4;0;2011-12;4;3;0;2PT Field Goal
Layup;9;1;1;2;0;2012-13;7;0;0;2PT Field Goal
Jump Shot;-141;217;11;1;0;2012-13;21;25;0;3PT Field Goal
Layup;0;0;7;3;0;1998-99;50;0;0;2PT Field Goal
Jump Shot;-8;54;3;3;1;2003-04;58;5;1;2PT Field Goal
Jump Shot;-179;104;0;1;0;2002-03;57;20;0;2PT Field Goal
Dunk;6;-3;8;1;0;2007-08;7;0;1;2PT Field Goal
Jump Shot;-25;160;0;1;0;1997-98;4;16;1;2PT Field Goal
Jump Shot;-23;194;5;1;0;2011-12;19;19;1;2PT Field Goal
Jump Shot;98;63;3;1;0;1998-99;31;11;0;2PT Field Goal
Layup;0;0;1;2;0;2006-07;37;0;1;2PT Field Goal
Jump Shot;13;47;3;5;0;2011-12;41;4;1;2PT Field Goal
Jump Shot;133;141;10;1;0;2015-16;12;19;0;2PT Field Goal
Jump Shot;110;141;4;2;1;2000-01;28;17;0;2PT Field Goal
Jump Shot;129;53;7;1;0;2001-02;36;13;1;2PT Field Goal
Jump Shot;117;123;2;1;0;2005-06;2;16;0;2PT Field Goal
Layup;0;0;9;3;0;2004-05;44;0;1;2PT Field Goal
Jump Shot;-124;104;2;1;1;2001-02;36;16;1;2PT Field Goal
Layup;-8;5;11;3;0;2003-04;17;0;0;2PT Field Goal
Jump Shot;-168;110;0;1;1;2002-03;34;20;0;2PT Field Goal
Layup;-16;0;1;3;0;2015-16;1;1;1;2PT Field Goal
Layup;0;0;4;3;0;2003-04;52;0;0;2PT Field Goal
Jump Shot;-8;52;3;4;0;2012-13;25;5;1;2PT Field Goal
Jump Shot;-5;53;7;3;0;2007-08;31;5;1;2PT Field Goal
Layup;0;0;8;1;0;2005-06;38;0;1;2PT Field Goal
Jump Shot;112;220;5;1;0;2006-07;29;24;0;3PT Field Goal
Layup;6;-5;5;2;0;2012-13;9;0;1;2PT Field Goal
Jump Shot;35;11;9;3;0;2015-16;8;3;0;2PT Field Goal
Jump Shot;-124;224;3;4;0;1997-98;19;25;1;3PT Field Goal
Jump Shot;92;202;11;1;0;2007-08;28;22;0;2PT Field Goal
Dunk;0;0;6;4;0;1998-99;8;0;1;2PT Field Goal
Jump Shot;1;209;11;4;0;1999-00;31;20;0;2PT Field Goal
Jump Shot;-136;233;0;1;1;1998-99;1;26;1;3PT Field Goal
Layup;0;0;11;3;0;2000-01;40;0;1;2PT Field Goal
Jump Shot;136;-8;6;1;1;2001-02;25;13;0;2PT Field Goal
Jump Shot;-73;194;2;2;0;2011-12;5;20;1;2PT Field Goal
Jump Shot;184;58;1;3;0;2003-04;39;19;1;2PT Field Goal
Jump Shot;8;196;6;1;0;2002-03;34;19;0;2PT Field Goal
Jump Shot;119;213;9;3;0;2012-13;32;24;1;3PT Field Goal
Jump Shot;231;-3;3;1;0;2010-11;48;23;0;3PT Field Goal
Jump Shot;-111;127;4;3;0;2001-02;8;16;1;2PT Field Goal
Layup;0;0;1;4;0;2007-08;23;0;1;2PT Field Goal
Jump Shot;-225;95;3;3;0;2007-08;57;24;1;3PT Field Goal
Jump Shot;0;192;8;1;0;2014-15;0;19;0;2PT Field Goal
Layup;0;0;0;2;0;2001-02;28;0;1;2PT Field Goal
Jump Shot;34;159;0;4;0;2008-09;38;16;1;2PT Field Goal
Jump Shot;49;60;0;3;0;1996-97;19;7;1;2PT Field Goal
Jump Shot;-123;47;1;2;0;2014-15;17;13;0;2PT Field Goal
Jump Shot;-59;201;4;1;0;2008-09;20;20;1;2PT Field Goal
Jump Shot;69;31;2;1;0;2010-11;48;7;0;2PT Field Goal
Jump Shot;-177;168;1;2;0;2007-08;24;24;1;3PT Field Goal
Jump Shot;88;405;0;2;0;2010-11;0;41;0;3PT Field Goal
Jump Shot;-106;143;6;3;1;1999-00;49;17;0;2PT Field Goal
Layup;0;0;5;4;0;2005-06;24;0;0;2PT Field Goal
Jump Shot;-182;192;6;2;0;2009-10;12;26;0;3PT Field Goal
Jump Shot;-64;254;5;1;0;2011-12;31;26;0;3PT Field Goal
Jump Shot;-145;23;10;2;1;2000-01;21;14;0;2PT Field Goal
Jump Shot;30;61;1;1;0;2001-02;10;6;0;2PT Field Goal
Jump Shot;-176;181;0;3;0;2002-03;0;25;0;3PT Field Goal
Jump Shot;-174;0;2;2;0;2005-06;8;17;0;2PT Field Goal
Jump Shot;186;349;0;3;0;1998-99;0;39;0;3PT Field Goal
Jump Shot;0;174;0;3;1;2003-04;40;17;0;2PT Field Goal
Jump Shot;-172;56;7;1;1;2008-09;30;18;0;2PT Field Goal
Jump Shot;89;63;0;2;0;2002-03;49;10;1;2PT Field Goal
Layup;7;-3;4;2;0;2012-13;22;0;1;2PT Field Goal
Jump Shot;195;160;6;1;0;2000-01;44;25;0;3PT Field Goal
Layup;0;0;6;3;0;2009-10;46;0;0;2PT Field Goal
Layup;-20;19;1;4;0;2001-02;35;2;1;2PT Field Goal
Jump Shot;-86;154;11;1;0;2008-09;40;17;0;2PT Field Goal
Jump Shot;-115;158;3;3;0;2005-06;47;19;0;2PT Field Goal
Jump Shot;110;236;5;4;0;2009-10;42;26;1;3PT Field Goal
Jump Shot;118;142;5;4;0;1996-97;34;18;0;2PT Field Goal
Layup;-2;30;1;1;0;2011-12;53;3;1;2PT Field Goal
Jump Shot;3;150;1;4;0;2002-03;54;15;0;2PT Field Goal
Jump Shot;186;74;6;3;0;2007-08;23;20;0;2PT Field Goal
Jump Shot;100;186;9;1;0;2011-12;49;21;1;2PT Field Goal
Jump Shot;-152;-35;3;3;1;2009-10;8;15;1;2PT Field Goal
Jump Shot;209;156;9;3;0;2003-04;12;26;1;3PT Field Goal
Layup;0;0;1;1;0;2003-04;55;0;0;2PT Field Goal
Layup;0;0;7;4;1;2002-03;15;0;0;2PT Field Goal
Jump Shot;42;55;8;1;1;2008-09;12;6;0;2PT Field Goal
Jump Shot;-6;257;0;3;0;2002-03;32;25;0;3PT Field Goal
Layup;0;0;9;1;0;2007-08;28;0;1;2PT Field Goal
Layup;11;30;0;3;0;2005-06;40;3;1;2PT Field Goal
Jump Shot;115;216;4;4;0;1997-98;38;24;1;3PT Field Goal
Jump Shot;-151;-38;9;3;0;2000-01;40;15;0;2PT Field Goal
Jump Shot;-146;104;5;2;0;2006-07;42;17;0;2PT Field Goal
Jump Shot;3;260;5;2;0;2003-04;12;26;1;3PT Field Goal
Jump Shot;-113;222;2;4;1;2007-08;15;24;0;3PT Field Goal
Jump Shot;141;224;6;1;1;2007-08;43;26;1;3PT Field Goal
Jump Shot;166;76;8;2;0;2007-08;27;18;1;2PT Field Goal
Layup;0;0;6;3;0;2006-07;22;0;1;2PT Field Goal
Layup;0;0;0;3;0;2006-07;59;0;0;2PT Field Goal
Jump Shot;204;123;3;3;1;2011-12;35;23;0;3PT Field Goal
Jump Shot;102;247;5;2;0;2012-13;47;26;0;3PT Field Goal
Jump Shot;169;186;5;4;1;2007-08;21;25;1;3PT Field Goal
Jump Shot;99;64;7;3;0;2012-13;23;11;0;2PT Field Goal
Jump Shot;166;20;6;1;0;2008-09;5;16;0;2PT Field Goal
Layup;24;17;3;4;0;2004-05;45;2;0;2PT Field Goal
Jump Shot;-23;104;1;1;0;1997-98;45;10;0;2PT Field Goal
Layup;0;0;5;1;0;1999-00;38;0;1;2PT Field Goal
Jump Shot;92;237;11;1;0;2015-16;26;25;0;3PT Field Goal
Jump Shot;-14;293;0;4;0;2015-16;17;29;0;3PT Field Goal
Jump Shot;-84;175;2;1;1;2010-11;23;19;0;2PT Field Goal
Jump Shot;87;120;9;2;0;2003-04;49;14;1;2PT Field Goal
Jump Shot;72;23;2;5;0;2004-05;25;7;1;2PT Field Goal
Jump Shot;230;-6;6;4;0;2015-16;53;23;0;3PT Field Goal
Jump Shot;209;138;2;2;0;2009-10;47;25;0;3PT Field Goal
Layup;0;0;2;1;0;2008-09;9;0;1;2PT Field Goal
Jump Shot;157;25;3;1;0;2011-12;13;15;1;2PT Field Goal
Layup;0;0;4;2;0;1999-00;12;0;1;2PT Field Goal
Jump Shot;113;224;6;1;0;2002-03;42;25;1;3PT Field Goal
Jump Shot;51;112;9;2;0;2009-10;10;12;1;2PT Field Goal
Jump Shot;-158;-18;2;2;0;1998-99;18;15;1;2PT Field Goal
Jump Shot;51;178;8;3;0;2010-11;21;18;0;2PT Field Goal
Jump Shot;-12;61;0;2;0;1999-00;21;6;1;2PT Field Goal
Jump Shot;10;191;10;1;0;2006-07;25;19;1;2PT Field Goal
Jump Shot;-158;209;3;3;0;1999-00;41;26;0;3PT Field Goal
Layup;0;0;10;2;0;2001-02;29;0;0;2PT Field Goal
Jump Shot;-79;141;8;2;0;2006-07;25;16;1;2PT Field Goal
Jump Shot;-169;217;2;2;0;2008-09;19;27;1;3PT Field Goal
Jump Shot;52;179;2;3;0;2007-08;17;18;0;2PT Field Goal
Jump Shot;130;93;4;1;1;1999-00;9;15;0;2PT Field Goal
Jump Shot;95;189;9;1;0;2010-11;55;21;0;2PT Field Goal
Jump Shot;187;189;6;2;0;2004-05;45;26;1;3PT Field Goal
Jump Shot;163;135;6;1;0;2006-07;52;21;0;2PT Field Goal
Jump Shot;-177;178;0;3;0;2004-05;35;25;0;3PT Field Goal
Jump Shot;123;247;9;3;0;2005-06;33;27;1;3PT Field Goal
Jump Shot;-117;244;0;4;1;2009-10;52;27;1;3PT Field Goal
Jump Shot;194;144;9;4;0;2015-16;45;24;1;3PT Field Goal
Jump Shot;-171;195;8;1;1;2010-11;32;25;0;3PT Field Goal
Jump Shot;-197;163;0;1;0;2003-04;5;25;0;3PT Field Goal
Jump Shot;182;31;10;1;0;2005-06;48;18;0;2PT Field Goal
Dunk;0;0;9;3;1;2006-07;9;0;1;2PT Field Goal
Dunk;0;0;4;3;1;2008-09;38;0;1;2PT Field Goal
Jump Shot;107;237;0;4;0;2015-16;58;26;1;3PT Field Goal
Jump Shot;-200;-9;9;3;0;2007-08;39;20;0;2PT Field Goal
Jump Shot;-44;80;0;3;0;2001-02;4;9;0;2PT Field Goal
Jump Shot;3;74;1;3;0;2006-07;44;7;0;2PT Field Goal
Layup;0;0;3;2;0;2004-05;42;0;1;2PT Field Goal
Layup;-13;0;4;3;1;2007-08;27;1;1;2PT Field Goal
Layup;-13;3;7;1;0;2014-15;10;1;1;2PT Field Goal
Layup;-16;7;8;3;0;2005-06;52;1;1;2PT Field Goal
Jump Shot;-56;132;11;2;0;2006-07;5;14;1;2PT Field Goal
Jump Shot;-141;224;1;4;0;2011-12;33;26;1;3PT Field Goal
Jump Shot;-18;115;3;4;0;2004-05;33;11;1;2PT Field Goal
Jump Shot;127;222;1;4;1;2011-12;24;25;0;3PT Field Goal
Jump Shot;72;160;6;1;0;2007-08;49;17;0;2PT Field Goal
Jump Shot;-88;234;2;2;1;2001-02;9;25;0;3PT Field Goal
Jump Shot;-138;-13;8;2;0;2002-03;58;13;0;2PT Field Goal
Layup;0;0;3;3;0;2002-03;17;0;1;2PT Field Goal
Jump Shot;-111;236;5;3;0;2001-02;22;26;0;3PT Field Goal
Jump Shot;12;259;0;2;0;1999-00;12;25;0;3PT Field Goal
Jump Shot;-89;230;3;3;0;2004-05;26;24;0;3PT Field Goal
Jump Shot;10;104;7;1;1;2003-04;27;10;0;2PT Field Goal
Layup;0;0;4;4;0;2000-01;23;0;0;2PT Field Goal
Jump Shot;-154;138;10;4;0;2006-07;43;20;1;2PT Field Goal
Jump Shot;159;-8;5;3;0;2001-02;54;15;0;2PT Field Goal
